date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:22	319021/319021	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-furniture.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-furniture.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:22	312746/312746	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-bag.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-bag.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:23	287462/287462	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-lingeries.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-lingeries.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:23	296217/296217	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-cosmetics.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-cosmetics.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:24	320829/320829	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-glasses.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-glasses.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:24	277763/277763	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-shoes.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-shoes.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:24	487/487	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Jul%202026%2009:08:24%20GMT	https://themes.the4.co/kalles-html2/html/home-default.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-default.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:25	496411/496411	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-fashion9.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-fashion9.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:25	382930/382930	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-lookbook-collection.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-lookbook-collection.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:25	419461/419461	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-fashion-simple.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-fashion-simple.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:26	499081/499081	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-fashion10.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-fashion10.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:26	307018/307018	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-decor.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-decor.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:27	435760/435760	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-decor2.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-decor2.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:27	381532/381532	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-fashion-vertical.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-fashion-vertical.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:27	286826/286826	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-electric.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-electric.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:28	279244/279244	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-electric-vertical.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-electric-vertical.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:28	364300/364300	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-digital.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-digital.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:28	279439/279439	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-one-product-store.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-one-product-store.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:29	459544/459544	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-handmade.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-handmade.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:29	322476/322476	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-fashion-trend.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-fashion-trend.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:30	413279/413279	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-kids.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-kids.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:30	365584/365584	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-sport.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-sport.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:30	338206/338206	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-jewelry.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-jewelry.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:31	236079/236079	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-header-01.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-header-01.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:31	315333/315333	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-header-02.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-header-02.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:31	318481/318481	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-header-04.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-header-04.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:32	237421/237421	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-header-06.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-header-06.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:32	512673/512673	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-filter-sidebar.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-filter-sidebar.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:33	333213/333213	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-age-verified.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-age-verified.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:33	464873/464873	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-right-sidebar.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-right-sidebar.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:33	504809/504809	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-hidden-sidebar.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-hidden-sidebar.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:34	282716/282716	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/checkout.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/checkout.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:34	558524/558524	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-frequently-bought-together.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-frequently-bought-together.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:34	557758/557758	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-variant-images-grouped.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-variant-images-grouped.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:35	333233/333233	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/home-rtl.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/home-rtl.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:35	610227/610227	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-grid-list-switcher.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-grid-list-switcher.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:36	475276/475276	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-pickup-availability.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-pickup-availability.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:36	329064/329064	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-packery-layout.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-packery-layout.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:36	439210/439210	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-masonry-layout.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-masonry-layout.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:37	495482/495482	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-full-width-layout.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-full-width-layout.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:37	695833/695833	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-1600px-layout.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-1600px-layout.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:37	465195/465195	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-left-sidebar.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-left-sidebar.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:38	311448/311448	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shopping-cart.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shopping-cart.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:38	502349/502349	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-load-more.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-load-more.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:39	144894/144894	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/shop-collection.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/shop-collection.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:39	60222/60222	---M--	200	added ('OK')	image/jpeg	etag:%22665ed660-eb3e%22	https://themes.the4.co/kalles-html2/html/assets/images/home-classic/mega-banner-01.jpg	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/assets/images/home-classic/mega-banner-01.jpg	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:39	14323/14323	---M--	200	added ('OK')	image/jpeg	etag:%22665ed660-37f3%22	https://themes.the4.co/kalles-html2/html/assets/images/megamenu/bn-02.jpg	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/assets/images/megamenu/bn-02.jpg	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:40	552664/552664	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-layout-01.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-layout-01.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:40	556876/556876	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-layout-02.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-layout-02.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:40	498834/498834	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-layout-03.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-layout-03.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:41	507297/507297	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-thumb-bottom.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-thumb-bottom.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:41	570571/570571	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:50%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-thumb-right.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-thumb-right.html	(from https://themes.the4.co/kalles-html2/html/index.html)
14:38:42	550862/550862	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Jun%202024%2010:06:52%20GMT	https://themes.the4.co/kalles-html2/html/product-detail-without-thumbnail.html	D:/Templates/ETHNIC/ETHNIC/themes.the4.co/kalles-html2/html/product-detail-without-thumbnail.html	(from https://themes.the4.co/kalles-html2/html/index.html)
